"Host","Parasitoid","Temp","H/P","Sex","individual","body_weight"
"PST","A",24,"H","F",9,0.305
"PST","A",24,"H","F",10,0.232
"PST","A",24,"H","F",11,0.321
"PST","A",24,"H","F",12,0.195
"PST","A",24,"H","F",13,0.307
"PST","A",24,"H","F",14,0.278
"PST","A",24,"H","F",15,0.294
"PST","A",24,"H","F",16,0.326
"PST","A",24,"H","F",17,0.281
"PST","A",24,"H","F",18,0.263
"PST","A",24,"H","F",19,0.242
"PST","A",24,"H","F",20,0.201
"PST","G",24,"H","F",1,0.168
"PST","G",24,"H","F",2,0.195
"PST","G",24,"H","F",3,0.214
"PST","G",24,"H","F",4,0.252
"PST","G",24,"H","F",5,0.189
"PST","G",24,"H","F",6,0.196
"PST","G",24,"H","F",7,0.295
"PST","G",24,"H","F",8,0.253
"PST","G",24,"H","F",9,0.239
"PST","G",24,"H","F",10,0.244
"PST","G",24,"H","F",11,0.228
"PST","G",24,"H","F",12,0.238
"PST","G",24,"H","F",13,0.194
"PST","G",24,"H","F",14,0.207
"PST","G",24,"H","F",15,0.183
"PST","G",24,"H","F",16,0.181
"PST","G",24,"H","F",17,0.217
"PST","G",24,"H","F",18,0.228
"PST","G",24,"H","F",19,0.251
"PST","G",24,"H","F",20,
"PST","L",24,"H","F",1,0.23
"PST","L",24,"H","F",2,0.233
"PST","L",24,"H","F",3,0.219
"PST","L",24,"H","F",4,0.223
"PST","L",24,"H","F",5,0.285
"PST","L",24,"H","F",6,0.237
"PST","L",24,"H","F",7,0.207
"PST","L",24,"H","F",8,0.251
"PST","L",24,"H","F",9,0.266
"PST","L",24,"H","F",10,0.233
"PST","L",24,"H","F",11,0.282
"PST","L",24,"H","F",12,0.301
"PST","L",24,"H","F",13,0.299
"PST","L",24,"H","F",14,0.26
"PST","L",24,"H","F",15,0.258
"PST","L",24,"H","F",16,0.275
"PST","L",24,"H","F",17,0.309
"PST","L",24,"H","F",18,0.233
"PST","L",24,"H","F",19,0.221
"PST","L",24,"H","F",20,0.205
"PST","C",24,"H","F",1,0.313
"PST","C",24,"H","F",2,0.29
"PST","C",24,"H","F",3,0.3
"PST","C",24,"H","F",4,0.21
"PST","C",24,"H","F",5,0.306
"PST","C",24,"H","F",6,0.219
"PST","C",24,"H","F",7,0.256
"PST","C",24,"H","F",8,0.333
"PST","C",24,"H","F",9,0.286
"PST","C",24,"H","F",10,0.242
"PST","C",24,"H","F",11,0.291
"PST","C",24,"H","F",12,0.207
"PST","C",24,"H","F",13,0.261
"PST","C",24,"H","F",14,0.296
"PST","C",24,"H","F",15,0.243
"PST","C",24,"H","F",16,0.351
"PST","C",24,"H","F",17,0.316
"PST","C",24,"H","F",18,0.252
"PST","C",24,"H","F",19,0.301
"PST","C",24,"H","F",20,0.288
"PST","D",24,"H","F",1,0.26
"PST","D",24,"H","F",2,0.284
"PST","D",24,"H","F",3,0.227
"PST","D",24,"H","F",4,0.283
"PST","D",24,"H","F",5,0.319
"PST","D",24,"H","F",6,0.339
"PST","D",24,"H","F",7,0.198
"PST","D",24,"H","F",8,
"PST","D",24,"H","F",9,
"PST","D",24,"H","F",10,
"PST","D",24,"H","F",11,
"PST","D",24,"H","F",12,
"PST","D",24,"H","F",13,
"PST","D",24,"H","F",14,
"PST","D",24,"H","F",15,
"PST","D",24,"H","F",16,
"PST","D",24,"H","F",17,
"PST","D",24,"H","F",18,
"PST","D",24,"H","F",19,
"PST","D",24,"H","F",20,
"PST","A",20,"H","F",1,0.239
"PST","A",20,"H","F",2,0.243
"PST","A",20,"H","F",3,0.231
"PST","A",20,"H","F",4,0.298
"PST","A",20,"H","F",5,0.347
"PST","A",20,"H","F",6,0.251
"PST","A",20,"H","F",7,0.236
"PST","A",20,"H","F",8,0.25
"PST","A",20,"H","F",9,0.348
"PST","A",20,"H","F",10,0.228
"PST","A",20,"H","F",11,0.233
"PST","A",20,"H","F",12,0.253
"PST","A",20,"H","F",13,0.255
"PST","A",20,"H","F",14,0.233
"PST","A",20,"H","F",15,0.281
"PST","A",20,"H","F",16,0.236
"PST","A",20,"H","F",17,0.233
"PST","A",20,"H","F",18,0.234
"PST","A",20,"H","F",19,0.216
"PST","A",20,"H","F",20,0.361
"PST","G",20,"H","F",1,0.204
"PST","G",20,"H","F",2,0.242
"PST","G",20,"H","F",3,0.273
"PST","G",20,"H","F",4,0.213
"PST","G",20,"H","F",5,0.26
"PST","G",20,"H","F",6,0.222
"PST","G",20,"H","F",7,0.186
"PST","G",20,"H","F",8,0.199
"PST","G",20,"H","F",9,0.21
"PST","G",20,"H","F",10,0.216
"PST","G",20,"H","F",11,0.275
"PST","G",20,"H","F",12,0.252
"PST","G",20,"H","F",13,0.272
"PST","G",20,"H","F",14,0.221
"PST","G",20,"H","F",15,0.134
"PST","G",20,"H","F",16,0.271
"PST","G",20,"H","F",17,0.21
"PST","G",20,"H","F",18,0.204
"PST","G",20,"H","F",19,0.182
"PST","G",20,"H","F",20,0.212
"PST","L",20,"H","F",1,0.296
"PST","L",20,"H","F",2,0.274
"PST","L",20,"H","F",3,0.232
"PST","L",20,"H","F",4,0.272
"PST","L",20,"H","F",5,0.22
"PST","L",20,"H","F",6,0.217
"PST","L",20,"H","F",7,0.229
"PST","L",20,"H","F",8,0.256
"PST","L",20,"H","F",9,0.282
"PST","L",20,"H","F",10,0.206
"PST","L",20,"H","F",11,0.271
"PST","L",20,"H","F",12,0.364
"PST","L",20,"H","F",13,0.22
"PST","L",20,"H","F",14,0.263
"PST","L",20,"H","F",15,0.23
"PST","L",20,"H","F",16,0.229
"PST","L",20,"H","F",17,0.224
"PST","L",20,"H","F",18,0.314
"PST","L",20,"H","F",19,0.296
"PST","L",20,"H","F",20,0.248
"PST","C",20,"H","F",1,0.215
"PST","C",20,"H","F",2,0.227
"PST","C",20,"H","F",3,0.243
"PST","C",20,"H","F",4,0.31
"PST","C",20,"H","F",5,0.224
"PST","C",20,"H","F",6,0.216
"PST","C",20,"H","F",7,0.336
"PST","C",20,"H","F",8,0.209
"PST","C",20,"H","F",9,0.253
"PST","C",20,"H","F",10,0.245
"PST","C",20,"H","F",11,0.233
"PST","C",20,"H","F",12,0.27
"PST","C",20,"H","F",13,0.306
"PST","C",20,"H","F",14,0.293
"PST","C",20,"H","F",15,0.224
"PST","C",20,"H","F",16,0.245
"PST","C",20,"H","F",17,0.217
"PST","C",20,"H","F",18,0.229
"PST","C",20,"H","F",19,0.244
"PST","C",20,"H","F",20,0.274
"PST","D",20,"H","F",1,0.21
"PST","D",20,"H","F",2,0.224
"PST","D",20,"H","F",3,0.249
"PST","D",20,"H","F",4,0.209
"PST","D",20,"H","F",5,0.224
"PST","D",20,"H","F",6,0.213
"PST","D",20,"H","F",7,0.228
"PST","D",20,"H","F",8,0.226
"PST","D",20,"H","F",9,0.233
"PST","D",20,"H","F",10,0.218
"PST","D",20,"H","F",11,0.228
"PST","D",20,"H","F",12,0.211
"PST","D",20,"H","F",13,0.214
"PST","D",20,"H","F",14,0.23
"PST","D",20,"H","F",15,0.228
"PST","D",20,"H","F",16,0.308
"PST","D",20,"H","F",17,0.228
"PST","D",20,"H","F",18,0.198
"PST","D",20,"H","F",19,0.223
"PST","D",20,"H","F",20,0.188
"PST","M",24,"H","F",1,0.249
"PST","M",24,"H","F",2,0.233
"PST","M",24,"H","F",3,0.274
"PST","M",24,"H","F",4,0.191
"PST","M",24,"H","F",5,0.184
"PST","M",24,"H","F",6,0.313
"PST","M",24,"H","F",7,0.176
"PST","M",24,"H","F",8,0.195
"PST","M",24,"H","F",9,0.176
"PST","M",24,"H","F",10,0.162
"PST","M",24,"H","F",11,0.203
"PST","M",24,"H","F",12,0.302
"PST","M",24,"H","F",13,0.26
"PST","M",24,"H","F",14,0.264
"PST","M",24,"H","F",15,0.252
"PST","M",24,"H","F",16,0.18
"PST","M",24,"H","F",17,0.208
"PST","M",24,"H","F",18,0.233
"PST","M",24,"H","F",19,0.175
"PST","M",24,"H","F",20,
"PST","M",20,"H","F",1,0.234
"PST","M",20,"H","F",2,0.227
"PST","M",20,"H","F",3,0.204
"PST","M",20,"H","F",4,0.214
"PST","M",20,"H","F",5,0.292
"PST","M",20,"H","F",6,0.183
"PST","M",20,"H","F",7,0.187
"PST","M",20,"H","F",8,0.213
"PST","M",20,"H","F",9,0.259
"PST","M",20,"H","F",10,0.215
"PST","M",20,"H","F",11,0.231
"PST","M",20,"H","F",12,0.286
"PST","M",20,"H","F",13,0.214
"PST","M",20,"H","F",14,0.285
"PST","M",20,"H","F",15,0.216
"PST","M",20,"H","F",16,0.22
"PST","M",20,"H","F",17,0.295
"PST","M",20,"H","F",18,0.259
"PST","M",20,"H","F",19,0.303
"PST","M",20,"H","F",20,0.22
"SUL","A",28,"H","F",1,0.308
"SUL","A",28,"H","F",2,0.37
"SUL","A",28,"H","F",3,0.35
"SUL","A",28,"H","F",4,0.33
"SUL","A",28,"H","F",5,0.32
"SUL","A",28,"H","F",6,0.367
"SUL","A",28,"H","F",7,0.346
"SUL","A",28,"H","F",8,0.356
"SUL","A",28,"H","F",9,0.359
"SUL","A",28,"H","F",10,0.351
"SUL","A",28,"H","F",11,0.333
"SUL","A",28,"H","F",12,0.357
"SUL","A",28,"H","F",13,0.338
"SUL","A",28,"H","F",14,0.363
"SUL","A",28,"H","F",15,0.288
"SUL","A",28,"H","F",16,0.3
"SUL","A",28,"H","F",17,0.313
"SUL","A",28,"H","F",18,0.327
"SUL","A",28,"H","F",19,0.362
"SUL","A",28,"H","F",20,0.329
"SUL","G",28,"H","F",1,0.259
"SUL","G",28,"H","F",2,0.342
"SUL","G",28,"H","F",3,0.278
"SUL","G",28,"H","F",4,0.363
"SUL","G",28,"H","F",5,0.297
"SUL","G",28,"H","F",6,0.293
"SUL","G",28,"H","F",7,0.316
"SUL","G",28,"H","F",8,0.277
"SUL","G",28,"H","F",9,0.292
"SUL","G",28,"H","F",10,0.294
"SUL","G",28,"H","F",11,0.327
"SUL","G",28,"H","F",12,0.316
"SUL","G",28,"H","F",13,0.348
"SUL","G",28,"H","F",14,0.316
"SUL","G",28,"H","F",15,0.335
"SUL","G",28,"H","F",16,0.241
"SUL","G",28,"H","F",17,0.389
"SUL","G",28,"H","F",18,0.291
"SUL","G",28,"H","F",19,0.314
"SUL","G",28,"H","F",20,0.322
"SUL","L",28,"H","F",1,0.293
"SUL","L",28,"H","F",2,0.321
"SUL","L",28,"H","F",3,0.295
"SUL","L",28,"H","F",4,0.351
"SUL","L",28,"H","F",5,0.353
"SUL","L",28,"H","F",6,0.323
"SUL","L",28,"H","F",7,0.34
"SUL","L",28,"H","F",8,0.344
"SUL","L",28,"H","F",9,0.334
"SUL","L",28,"H","F",10,0.364
"SUL","L",28,"H","F",11,0.338
"SUL","L",28,"H","F",12,0.313
"SUL","L",28,"H","F",13,0.342
"SUL","L",28,"H","F",14,0.392
"SUL","L",28,"H","F",15,0.35
"SUL","L",28,"H","F",16,0.365
"SUL","L",28,"H","F",17,0.346
"SUL","L",28,"H","F",18,0.321
"SUL","L",28,"H","F",19,0.348
"SUL","L",28,"H","F",20,0.364
"SUL","C",28,"H","F",1,0.301
"SUL","C",28,"H","F",2,0.353
"SUL","C",28,"H","F",3,0.342
"SUL","C",28,"H","F",4,0.323
"SUL","C",28,"H","F",5,0.328
"SUL","C",28,"H","F",6,0.331
"SUL","C",28,"H","F",7,0.398
"SUL","C",28,"H","F",8,0.409
"SUL","C",28,"H","F",9,0.359
"SUL","C",28,"H","F",10,0.397
"SUL","C",28,"H","F",11,0.393
"SUL","C",28,"H","F",12,0.356
"SUL","C",28,"H","F",13,0.338
"SUL","C",28,"H","F",14,0.352
"SUL","C",28,"H","F",15,0.357
"SUL","C",28,"H","F",16,0.33
"SUL","C",28,"H","F",17,0.374
"SUL","C",28,"H","F",18,0.359
"SUL","C",28,"H","F",19,0.377
"SUL","C",28,"H","F",20,0.334
"SUL","D",28,"H","F",1,0.326
"SUL","D",28,"H","F",2,0.295
"SUL","D",28,"H","F",3,0.313
"SUL","D",28,"H","F",4,0.312
"SUL","D",28,"H","F",5,0.322
"SUL","D",28,"H","F",6,0.345
"SUL","D",28,"H","F",7,0.315
"SUL","D",28,"H","F",8,0.357
"SUL","D",28,"H","F",9,0.431
"SUL","D",28,"H","F",10,0.214
"SUL","D",28,"H","F",11,0.324
"SUL","D",28,"H","F",12,0.319
"SUL","D",28,"H","F",13,0.247
"SUL","D",28,"H","F",14,0.325
"SUL","D",28,"H","F",15,0.35
"SUL","D",28,"H","F",16,0.357
"SUL","D",28,"H","F",17,0.269
"SUL","D",28,"H","F",18,0.385
"SUL","D",28,"H","F",19,0.368
"SUL","D",28,"H","F",20,
"SUL","A",24,"H","F",1,0.327
"SUL","A",24,"H","F",2,0.333
"SUL","A",24,"H","F",3,0.32
"SUL","A",24,"H","F",4,0.428
"SUL","A",24,"H","F",5,0.304
"SUL","A",24,"H","F",6,0.301
"SUL","A",24,"H","F",7,0.286
"SUL","A",24,"H","F",8,0.321
"SUL","A",24,"H","F",9,0.31
"SUL","A",24,"H","F",10,0.261
"SUL","A",24,"H","F",11,0.312
"SUL","A",24,"H","F",12,0.365
"SUL","A",24,"H","F",13,0.332
"SUL","A",24,"H","F",14,0.341
"SUL","A",24,"H","F",15,0.358
"SUL","A",24,"H","F",16,0.388
"SUL","A",24,"H","F",17,0.3
"SUL","A",24,"H","F",18,0.221
"SUL","A",24,"H","F",19,0.26
"SUL","A",24,"H","F",20,0.326
"SUL","G",24,"H","F",1,0.286
"SUL","G",24,"H","F",2,0.364
"SUL","G",24,"H","F",3,0.303
"SUL","G",24,"H","F",4,0.278
"SUL","G",24,"H","F",5,0.313
"SUL","G",24,"H","F",6,0.269
"SUL","G",24,"H","F",7,0.403
"SUL","G",24,"H","F",8,0.341
"SUL","G",24,"H","F",9,0.28
"SUL","G",24,"H","F",10,0.338
"SUL","G",24,"H","F",11,0.34
"SUL","G",24,"H","F",12,0.374
"SUL","G",24,"H","F",13,0.3
"SUL","G",24,"H","F",14,0.317
"SUL","G",24,"H","F",15,0.423
"SUL","G",24,"H","F",16,0.323
"SUL","G",24,"H","F",17,0.432
"SUL","G",24,"H","F",18,0.34
"SUL","G",24,"H","F",19,0.28
"SUL","G",24,"H","F",20,0.334
"SUL","L",24,"H","F",1,0.506
"SUL","L",24,"H","F",2,0.392
"SUL","L",24,"H","F",3,0.353
"SUL","L",24,"H","F",4,0.506
"SUL","L",24,"H","F",5,0.317
"SUL","L",24,"H","F",6,0.391
"SUL","L",24,"H","F",7,0.381
"SUL","L",24,"H","F",8,0.372
"SUL","L",24,"H","F",9,0.336
"SUL","L",24,"H","F",10,0.382
"SUL","L",24,"H","F",11,0.308
"SUL","L",24,"H","F",12,0.406
"SUL","L",24,"H","F",13,0.402
"SUL","L",24,"H","F",14,0.405
"SUL","L",24,"H","F",15,0.348
"SUL","L",24,"H","F",16,0.46
"SUL","L",24,"H","F",17,0.358
"SUL","L",24,"H","F",18,0.387
"SUL","L",24,"H","F",19,0.324
"SUL","L",24,"H","F",20,0.331
"SUL","C",24,"H","F",1,0.4
"SUL","C",24,"H","F",2,0.424
"SUL","C",24,"H","F",3,0.418
"SUL","C",24,"H","F",4,0.375
"SUL","C",24,"H","F",5,0.398
"SUL","C",24,"H","F",6,0.398
"SUL","C",24,"H","F",7,0.387
"SUL","C",24,"H","F",8,0.454
"SUL","C",24,"H","F",9,0.459
"SUL","C",24,"H","F",10,0.525
"SUL","C",24,"H","F",11,0.358
"SUL","C",24,"H","F",12,0.374
"SUL","C",24,"H","F",13,0.422
"SUL","C",24,"H","F",14,0.389
"SUL","C",24,"H","F",15,0.311
"SUL","C",24,"H","F",16,0.315
"SUL","C",24,"H","F",17,0.374
"SUL","C",24,"H","F",18,0.358
"SUL","C",24,"H","F",19,0.397
"SUL","C",24,"H","F",20,0.359
"SUL","D",24,"H","F",1,0.342
"SUL","D",24,"H","F",2,0.4
"SUL","D",24,"H","F",3,0.439
"SUL","D",24,"H","F",4,0.331
"SUL","D",24,"H","F",5,0.511
"SUL","D",24,"H","F",6,0.427
"SUL","D",24,"H","F",7,0.407
"SUL","D",24,"H","F",8,0.382
"SUL","D",24,"H","F",9,0.418
"SUL","D",24,"H","F",10,0.38
"SUL","D",24,"H","F",11,0.395
"SUL","D",24,"H","F",12,0.314
"SUL","D",24,"H","F",13,0.413
"SUL","D",24,"H","F",14,0.442
"SUL","D",24,"H","F",15,0.388
"SUL","D",24,"H","F",16,0.366
"SUL","D",24,"H","F",17,0.393
"SUL","D",24,"H","F",18,0.474
"SUL","D",24,"H","F",19,0.377
"SUL","D",24,"H","F",20,0.41
"SUL","A",20,"H","F",1,0.25
"SUL","A",20,"H","F",2,0.343
"SUL","A",20,"H","F",3,0.372
"SUL","A",20,"H","F",4,0.36
"SUL","A",20,"H","F",5,0.365
"SUL","A",20,"H","F",6,0.358
"SUL","A",20,"H","F",7,0.274
"SUL","A",20,"H","F",8,0.322
"SUL","A",20,"H","F",9,0.371
"SUL","A",20,"H","F",10,0.366
"SUL","A",20,"H","F",11,0.266
"SUL","A",20,"H","F",12,0.385
"SUL","A",20,"H","F",13,0.42
"SUL","A",20,"H","F",14,0.347
"SUL","A",20,"H","F",15,0.291
"SUL","A",20,"H","F",16,0.37
"SUL","A",20,"H","F",17,0.354
"SUL","A",20,"H","F",18,0.36
"SUL","A",20,"H","F",19,0.384
"SUL","A",20,"H","F",20,0.333
"SUL","G",20,"H","F",1,0.333
"SUL","G",20,"H","F",2,0.357
"SUL","G",20,"H","F",3,0.357
"SUL","G",20,"H","F",4,0.315
"SUL","G",20,"H","F",5,0.405
"SUL","G",20,"H","F",6,0.309
"SUL","G",20,"H","F",7,0.393
"SUL","G",20,"H","F",8,0.371
"SUL","G",20,"H","F",9,0.295
"SUL","G",20,"H","F",10,0.38
"SUL","G",20,"H","F",11,0.306
"SUL","G",20,"H","F",12,0.334
"SUL","G",20,"H","F",13,0.336
"SUL","G",20,"H","F",14,0.319
"SUL","G",20,"H","F",15,0.35
"SUL","G",20,"H","F",16,0.317
"SUL","G",20,"H","F",17,0.323
"SUL","G",20,"H","F",18,0.433
"SUL","G",20,"H","F",19,
"SUL","G",20,"H","F",20,
"SUL","L",20,"H","F",1,0.311
"SUL","L",20,"H","F",2,0.343
"SUL","L",20,"H","F",3,0.293
"SUL","L",20,"H","F",4,0.346
"SUL","L",20,"H","F",5,0.404
"SUL","L",20,"H","F",6,0.349
"SUL","L",20,"H","F",7,0.407
"SUL","L",20,"H","F",8,0.393
"SUL","L",20,"H","F",9,0.413
"SUL","L",20,"H","F",10,0.292
"SUL","L",20,"H","F",11,0.474
"SUL","L",20,"H","F",12,0.314
"SUL","L",20,"H","F",13,0.358
"SUL","L",20,"H","F",14,0.396
"SUL","L",20,"H","F",15,0.37
"SUL","L",20,"H","F",16,0.416
"SUL","L",20,"H","F",17,0.346
"SUL","L",20,"H","F",18,0.365
"SUL","L",20,"H","F",19,0.364
"SUL","L",20,"H","F",20,0.348
"SUL","C",20,"H","F",1,0.348
"SUL","C",20,"H","F",2,0.389
"SUL","C",20,"H","F",3,0.391
"SUL","C",20,"H","F",4,0.381
"SUL","C",20,"H","F",5,0.405
"SUL","C",20,"H","F",6,0.38
"SUL","C",20,"H","F",7,0.355
"SUL","C",20,"H","F",8,0.353
"SUL","C",20,"H","F",9,0.481
"SUL","C",20,"H","F",10,0.401
"SUL","C",20,"H","F",11,0.36
"SUL","C",20,"H","F",12,0.362
"SUL","C",20,"H","F",13,0.36
"SUL","C",20,"H","F",14,0.41
"SUL","C",20,"H","F",15,0.377
"SUL","C",20,"H","F",16,0.371
"SUL","C",20,"H","F",17,0.462
"SUL","C",20,"H","F",18,0.372
"SUL","C",20,"H","F",19,0.373
"SUL","C",20,"H","F",20,0.402
"SUL","D",20,"H","F",1,0.515
"SUL","D",20,"H","F",2,0.372
"SUL","D",20,"H","F",3,0.37
"SUL","D",20,"H","F",4,0.417
"SUL","D",20,"H","F",5,0.34
"SUL","D",20,"H","F",6,0.476
"SUL","D",20,"H","F",7,0.387
"SUL","D",20,"H","F",8,0.372
"SUL","D",20,"H","F",9,0.406
"SUL","D",20,"H","F",10,0.459
"SUL","D",20,"H","F",11,0.391
"SUL","D",20,"H","F",12,0.367
"SUL","D",20,"H","F",13,0.419
"SUL","D",20,"H","F",14,0.388
"SUL","D",20,"H","F",15,0.375
"SUL","D",20,"H","F",16,0.391
"SUL","D",20,"H","F",17,0.391
"SUL","D",20,"H","F",18,0.44
"SUL","D",20,"H","F",19,0.382
"SUL","D",20,"H","F",20,0.376
"SUL","M",28,"H","F",1,0.308
"SUL","M",28,"H","F",2,0.317
"SUL","M",28,"H","F",3,0.38
"SUL","M",28,"H","F",4,0.313
"SUL","M",28,"H","F",5,0.324
"SUL","M",28,"H","F",6,0.338
"SUL","M",28,"H","F",7,0.266
"SUL","M",28,"H","F",8,0.322
"SUL","M",28,"H","F",9,0.274
"SUL","M",28,"H","F",10,0.297
"SUL","M",28,"H","F",11,0.318
"SUL","M",28,"H","F",12,0.249
"SUL","M",28,"H","F",13,0.378
"SUL","M",28,"H","F",14,0.284
"SUL","M",28,"H","F",15,0.263
"SUL","M",28,"H","F",16,0.328
"SUL","M",28,"H","F",17,0.3
"SUL","M",28,"H","F",18,0.413
"SUL","M",28,"H","F",19,0.361
"SUL","M",28,"H","F",20,0.36
"SUL","M",24,"H","F",1,0.384
"SUL","M",24,"H","F",2,0.414
"SUL","M",24,"H","F",3,0.3
"SUL","M",24,"H","F",4,0.297
"SUL","M",24,"H","F",5,0.362
"SUL","M",24,"H","F",6,0.399
"SUL","M",24,"H","F",7,0.354
"SUL","M",24,"H","F",8,0.321
"SUL","M",24,"H","F",9,0.352
"SUL","M",24,"H","F",10,0.329
"SUL","M",24,"H","F",11,0.336
"SUL","M",24,"H","F",12,0.333
"SUL","M",24,"H","F",13,0.297
"SUL","M",24,"H","F",14,0.324
"SUL","M",24,"H","F",15,0.336
"SUL","M",24,"H","F",16,0.389
"SUL","M",24,"H","F",17,0.351
"SUL","M",24,"H","F",18,0.361
"SUL","M",24,"H","F",19,0.311
"SUL","M",24,"H","F",20,0.259
"SUL","M",20,"H","F",1,0.295
"SUL","M",20,"H","F",2,0.48
"SUL","M",20,"H","F",3,0.365
"SUL","M",20,"H","F",4,0.363
"SUL","M",20,"H","F",5,0.361
"SUL","M",20,"H","F",6,0.483
"SUL","M",20,"H","F",7,0.371
"SUL","M",20,"H","F",8,0.357
"SUL","M",20,"H","F",9,0.358
"SUL","M",20,"H","F",10,0.271
"SUL","M",20,"H","F",11,0.369
"SUL","M",20,"H","F",12,0.267
"SUL","M",20,"H","F",13,0.451
"SUL","M",20,"H","F",14,0.387
"SUL","M",20,"H","F",15,0.388
"SUL","M",20,"H","F",16,0.363
"SUL","M",20,"H","F",17,0.389
"SUL","M",20,"H","F",18,0.344
"SUL","M",20,"H","F",19,0.334
"SUL","M",20,"H","F",20,
"RUB","A",28,"H","F",1,0.449
"RUB","A",28,"H","F",2,0.315
"RUB","A",28,"H","F",3,0.451
"RUB","A",28,"H","F",4,0.446
"RUB","A",28,"H","F",5,0.581
"RUB","A",28,"H","F",6,0.353
"RUB","A",28,"H","F",7,0.44
"RUB","A",28,"H","F",8,0.403
"RUB","A",28,"H","F",9,0.424
"RUB","A",28,"H","F",10,0.401
"RUB","A",28,"H","F",11,0.504
"RUB","A",28,"H","F",12,0.335
"RUB","A",28,"H","F",13,0.391
"RUB","A",28,"H","F",14,0.444
"RUB","A",28,"H","F",15,0.397
"RUB","A",28,"H","F",16,0.488
"RUB","A",28,"H","F",17,0.481
"RUB","A",28,"H","F",18,0.462
"RUB","A",28,"H","F",19,0.445
"RUB","A",28,"H","F",20,0.305
"RUB","G",28,"H","F",1,0.392
"RUB","G",28,"H","F",2,0.411
"RUB","G",28,"H","F",3,0.313
"RUB","G",28,"H","F",4,0.428
"RUB","G",28,"H","F",5,0.513
"RUB","G",28,"H","F",6,0.421
"RUB","G",28,"H","F",7,0.448
"RUB","L",28,"H","F",1,0.4
"RUB","L",28,"H","F",2,0.423
"RUB","L",28,"H","F",3,0.488
"RUB","L",28,"H","F",4,0.489
"RUB","L",28,"H","F",5,0.394
"RUB","L",28,"H","F",6,0.454
"RUB","L",28,"H","F",7,0.425
"RUB","L",28,"H","F",8,0.4
"RUB","L",28,"H","F",9,0.471
"RUB","L",28,"H","F",10,0.467
"RUB","L",28,"H","F",11,0.443
"RUB","L",28,"H","F",12,0.481
"RUB","L",28,"H","F",13,0.328
"RUB","L",28,"H","F",14,0.378
"RUB","L",28,"H","F",15,0.444
"RUB","L",28,"H","F",16,0.476
"RUB","L",28,"H","F",17,0.479
"RUB","L",28,"H","F",18,0.374
"RUB","L",28,"H","F",19,0.349
"RUB","L",28,"H","F",20,0.387
"RUB","C",28,"H","F",1,0.381
"RUB","C",28,"H","F",2,0.443
"RUB","C",28,"H","F",3,0.494
"RUB","C",28,"H","F",4,0.414
"RUB","C",28,"H","F",5,0.452
"RUB","C",28,"H","F",6,0.459
"RUB","C",28,"H","F",7,0.389
"RUB","C",28,"H","F",8,0.416
"RUB","C",28,"H","F",9,0.496
"RUB","C",28,"H","F",10,0.453
"RUB","C",28,"H","F",11,0.441
"RUB","C",28,"H","F",12,0.427
"RUB","C",28,"H","F",13,0.472
"RUB","C",28,"H","F",14,0.489
"RUB","C",28,"H","F",15,0.49
"RUB","C",28,"H","F",16,0.441
"RUB","C",28,"H","F",17,0.458
"RUB","C",28,"H","F",18,0.458
"RUB","C",28,"H","F",19,0.37
"RUB","C",28,"H","F",20,0.407
"RUB","D",28,"H","F",1,0.475
"RUB","D",28,"H","F",2,0.361
"RUB","D",28,"H","F",3,0.496
"RUB","D",28,"H","F",4,0.384
"RUB","D",28,"H","F",5,0.295
"RUB","D",28,"H","F",6,0.416
"RUB","D",28,"H","F",7,0.383
"RUB","D",28,"H","F",8,0.438
"RUB","D",28,"H","F",9,0.351
"RUB","D",28,"H","F",10,0.433
"RUB","D",28,"H","F",11,0.457
"RUB","D",28,"H","F",12,0.389
"RUB","D",28,"H","F",13,0.265
"RUB","D",28,"H","F",14,0.387
"RUB","D",28,"H","F",15,0.392
"RUB","D",28,"H","F",16,
"RUB","D",28,"H","F",17,
"RUB","D",28,"H","F",18,
"RUB","D",28,"H","F",19,
"RUB","D",28,"H","F",20,
"RUB","A",24,"H","F",1,0.467
"RUB","A",24,"H","F",2,0.399
"RUB","A",24,"H","F",3,0.539
"RUB","A",24,"H","F",4,0.477
"RUB","A",24,"H","F",5,0.431
"RUB","A",24,"H","F",6,0.399
"RUB","A",24,"H","F",7,0.414
"RUB","A",24,"H","F",8,
"RUB","A",24,"H","F",9,
"RUB","A",24,"H","F",10,
"RUB","A",24,"H","F",11,
"RUB","A",24,"H","F",12,
"RUB","A",24,"H","F",13,
"RUB","A",24,"H","F",14,
"RUB","A",24,"H","F",15,
"RUB","A",24,"H","F",16,
"RUB","A",24,"H","F",17,
"RUB","A",24,"H","F",18,
"RUB","A",24,"H","F",19,
"RUB","A",24,"H","F",20,
"RUB","G",24,"H","F",1,0.434
"RUB","G",24,"H","F",2,0.754
"RUB","G",24,"H","F",3,0.645
"RUB","G",24,"H","F",4,0.541
"RUB","G",24,"H","F",5,0.59
"RUB","G",24,"H","F",6,0.74
"RUB","G",24,"H","F",7,0.69
"RUB","G",24,"H","F",8,0.41
"RUB","G",24,"H","F",9,0.443
"RUB","G",24,"H","F",10,0.521
"RUB","G",24,"H","F",11,0.453
"RUB","G",24,"H","F",12,0.43
"RUB","G",24,"H","F",13,0.478
"RUB","G",24,"H","F",14,0.644
"RUB","G",24,"H","F",15,0.624
"RUB","G",24,"H","F",16,0.42
